date,item,sales,marketing_expense,economic_indicator,competitor_pricing
5/9/2019,4,20,3653,132,97
5/10/2019,4,14,3829,120,96
5/11/2019,4,21,4103,125,94
5/12/2019,4,17,4138,115,94
5/13/2019,4,20,2959,119,91
5/14/2019,4,18,3171,123,93
5/15/2019,4,22,3935,104,92
5/16/2019,4,20,3634,106,96
5/17/2019,4,21,3558,121,93
5/18/2019,4,29,2717,124,95
5/19/2019,4,14,3121,127,92
5/20/2019,4,14,3502,104,96
5/21/2019,4,14,3374,110,92
5/22/2019,4,16,3848,118,95
5/23/2019,4,27,3569,108,95
5/24/2019,4,24,4152,120,97
5/25/2019,4,27,2760,114,94
5/26/2019,4,17,2712,106,91
5/27/2019,4,20,3148,108,92
5/28/2019,4,22,4115,126,97
5/29/2019,4,21,2928,122,97
5/30/2019,4,29,3629,131,91
5/31/2019,4,20,3772,130,92
6/1/2019,4,25,3550,117,92
6/2/2019,4,17,3063,122,91
6/3/2019,4,24,4005,106,96
6/4/2019,4,20,3731,123,95
6/5/2019,4,15,2706,125,96
6/6/2019,4,26,3019,128,97
6/7/2019,4,27,3914,128,92
6/8/2019,4,27,2592,104,91
6/9/2019,4,25,2841,131,95
6/10/2019,4,22,2774,121,97
6/11/2019,4,21,3854,120,97
6/12/2019,4,24,4187,128,94
6/13/2019,4,22,2581,117,92
6/14/2019,4,35,2608,126,92
6/15/2019,4,24,3102,122,93
6/16/2019,4,19,4063,111,93
6/17/2019,4,25,3790,110,96
6/18/2019,4,18,3205,115,92
6/19/2019,4,28,4017,108,95
6/20/2019,4,23,3145,128,92
6/21/2019,4,24,2691,124,93
6/22/2019,4,20,4056,128,97
6/23/2019,4,15,2797,108,97
6/24/2019,4,28,2530,107,97
6/25/2019,4,25,2763,105,92
6/26/2019,4,21,2731,124,97
6/27/2019,4,23,3367,108,97
6/28/2019,4,23,3257,132,91
6/29/2019,4,29,2773,133,97
6/30/2019,4,18,4021,126,91
7/1/2019,4,19,2584,112,96
7/2/2019,4,24,4106,105,91
7/3/2019,4,21,2611,112,94
7/4/2019,4,30,3369,126,92
7/5/2019,4,31,3218,132,97
7/6/2019,4,28,3245,107,96
7/7/2019,4,19,3066,123,97
7/8/2019,4,29,4197,106,97
7/9/2019,4,21,2905,133,96
7/10/2019,4,32,2819,131,96
7/11/2019,4,29,2508,114,93
7/12/2019,4,29,3825,126,94
7/13/2019,4,22,3787,117,96
7/14/2019,4,25,3641,122,92
7/15/2019,4,22,2567,129,92
7/16/2019,4,21,4181,116,95
7/17/2019,4,26,2929,133,94
7/18/2019,4,21,2575,132,93
7/19/2019,4,32,2777,120,97
7/20/2019,4,40,3181,129,94
7/21/2019,4,20,4180,122,95
7/22/2019,4,32,3311,117,96
7/23/2019,4,26,3042,116,96
7/24/2019,4,23,2740,112,97
7/25/2019,4,31,2507,112,95
7/26/2019,4,30,4141,113,94
7/27/2019,4,29,3354,122,93
7/28/2019,4,14,2897,106,95
7/29/2019,4,17,2933,124,92
7/30/2019,4,25,2824,111,95
7/31/2019,4,23,3909,110,95
8/1/2019,4,21,3358,112,91
8/2/2019,4,18,3334,128,94
8/3/2019,4,38,3078,106,96
8/4/2019,4,20,3211,104,96
8/5/2019,4,23,3446,126,96
8/6/2019,4,24,2942,133,94
8/7/2019,4,25,2771,131,96
8/8/2019,4,17,4154,116,92
8/9/2019,4,23,2588,132,92
8/10/2019,4,35,2997,110,94
8/11/2019,4,18,2898,113,92
8/12/2019,4,27,3870,125,91
8/13/2019,4,22,2938,133,92
8/14/2019,4,31,2660,107,91
8/15/2019,4,19,3467,119,94
8/16/2019,4,23,3260,108,95
8/17/2019,4,22,3892,113,96
8/18/2019,4,12,2848,111,92
8/19/2019,4,23,2573,117,92
8/20/2019,4,27,3553,111,93
8/21/2019,4,25,3247,110,93
8/22/2019,4,15,3916,112,91
8/23/2019,4,32,2889,105,91
8/24/2019,4,26,3437,112,97
8/25/2019,4,14,2542,118,95
8/26/2019,4,18,3612,108,92
8/27/2019,4,15,2567,111,96
8/28/2019,4,22,2914,132,93
8/29/2019,4,22,3313,117,96
8/30/2019,4,20,4075,132,91
8/31/2019,4,28,3660,119,96
9/1/2019,4,16,3722,123,96
9/2/2019,4,14,3594,121,91
9/3/2019,4,15,3840,127,97
9/4/2019,4,24,3451,106,94
9/5/2019,4,26,3552,112,92
9/6/2019,4,25,3965,128,97
9/7/2019,4,29,3182,133,92
9/8/2019,4,15,2508,117,95
9/9/2019,4,16,2633,129,92
9/10/2019,4,23,4039,114,91
9/11/2019,4,25,3686,120,92
9/12/2019,4,16,3232,121,93
9/13/2019,4,30,2969,129,94
9/14/2019,4,24,3382,110,93
9/15/2019,4,24,3561,125,96
9/16/2019,4,18,2963,110,91
9/17/2019,4,16,4047,130,97
9/18/2019,4,18,3173,114,95
9/19/2019,4,18,4142,115,93
9/20/2019,4,20,3925,125,92
9/21/2019,4,26,3154,107,95
9/22/2019,4,11,3462,119,93
9/23/2019,4,17,3222,110,93
9/24/2019,4,24,2586,120,94
9/25/2019,4,18,3871,114,96
9/26/2019,4,18,4027,131,91
9/27/2019,4,15,3923,128,95
9/28/2019,4,28,3285,119,96
9/29/2019,4,19,4117,114,96
9/30/2019,4,17,2915,116,94
10/1/2019,4,16,3250,119,92
10/2/2019,4,12,2609,128,97
10/3/2019,4,12,3468,105,93
10/4/2019,4,22,3371,112,96
10/5/2019,4,20,3534,128,93
10/6/2019,4,16,3442,126,97
10/7/2019,4,13,3434,112,93
10/8/2019,4,22,2800,128,92
10/9/2019,4,17,4148,118,97
10/10/2019,4,13,3585,109,91
10/11/2019,4,18,2584,119,92
10/12/2019,4,26,4016,113,91
10/13/2019,4,14,3559,115,92
10/14/2019,4,19,3637,111,96
10/15/2019,4,23,3798,124,93
10/16/2019,4,17,4116,123,95
10/17/2019,4,12,2767,133,93
10/18/2019,4,25,3651,111,96
10/19/2019,4,26,3846,111,96
10/20/2019,4,21,2850,131,95
10/21/2019,4,11,3403,118,94
10/22/2019,4,12,3828,131,91
10/23/2019,4,15,3770,132,92
10/24/2019,4,18,2849,119,96
10/25/2019,4,18,3033,114,97
10/26/2019,4,13,2686,126,91
10/27/2019,4,18,3572,126,94
10/28/2019,4,20,3413,126,92
10/29/2019,4,16,3917,112,97
10/30/2019,4,12,3390,108,93
10/31/2019,4,24,2797,118,91
11/1/2019,4,18,2678,122,94
11/2/2019,4,20,3410,128,96
11/3/2019,4,17,3430,107,94
11/4/2019,4,17,4164,112,94
11/5/2019,4,16,2799,104,94
11/6/2019,4,19,3285,110,97
11/7/2019,4,23,4105,123,97
11/8/2019,4,24,3112,111,95
11/9/2019,4,33,4138,107,96
11/10/2019,4,24,2605,117,97
11/11/2019,4,23,3927,127,97
11/12/2019,4,24,3345,127,97
11/13/2019,4,26,3447,126,96
11/14/2019,4,25,4186,121,93
11/15/2019,4,24,4051,117,91
11/16/2019,4,28,3915,120,97
11/17/2019,4,12,3293,111,95
11/18/2019,4,19,3457,111,92
11/19/2019,4,13,2914,120,97
11/20/2019,4,26,3319,131,93
11/21/2019,4,25,3467,109,95
11/22/2019,4,16,3948,108,94
11/23/2019,4,29,4155,107,96
11/24/2019,4,19,3030,108,94
11/25/2019,4,18,3442,113,97
11/26/2019,4,16,3774,130,93
11/27/2019,4,21,3574,129,94
11/28/2019,4,21,3947,105,92
11/29/2019,4,24,3604,113,97
11/30/2019,4,20,4198,114,93
12/1/2019,4,13,2683,109,97
12/2/2019,4,18,2601,130,93
12/3/2019,4,12,2563,128,94
12/4/2019,4,17,3855,131,96
12/5/2019,4,17,3167,104,97
12/6/2019,4,21,4069,111,95
12/7/2019,4,15,3462,114,95
12/8/2019,4,14,3081,114,91
12/9/2019,4,12,2739,105,91
12/10/2019,4,23,4192,129,97
12/11/2019,4,16,3625,128,95
12/12/2019,4,21,4078,111,93
12/13/2019,4,12,3923,109,95
12/14/2019,4,17,2580,106,91
12/15/2019,4,8,2911,111,95
12/16/2019,4,16,3047,122,95
12/17/2019,4,13,2990,112,94
12/18/2019,4,17,3038,121,96
12/19/2019,4,14,4113,133,94
12/20/2019,4,19,3299,110,91
12/21/2019,4,13,3372,122,95
12/22/2019,4,15,2630,127,95
12/23/2019,4,19,3457,124,97
12/24/2019,4,21,3238,123,92
12/25/2019,4,10,2949,122,97
12/26/2019,4,13,3866,107,92
12/27/2019,4,15,2855,132,93
12/28/2019,4,20,3887,113,93
12/29/2019,4,7,3884,109,94
12/30/2019,4,12,3393,108,96
12/31/2019,4,14,2678,124,92
1/1/2020,4,15,3689,126,92
1/2/2020,4,20,3148,122,91
1/3/2020,4,19,3283,128,94
1/4/2020,4,23,2804,111,93
1/5/2020,4,10,3893,123,97
1/6/2020,4,13,3249,119,95
1/7/2020,4,21,3063,120,91
1/8/2020,4,16,4074,113,92
1/9/2020,4,14,3866,119,93
1/10/2020,4,28,3979,120,93
1/11/2020,4,13,2774,126,95
1/12/2020,4,15,2544,128,91
1/13/2020,4,6,3434,128,93
1/14/2020,4,14,3723,130,92
1/15/2020,4,14,4165,130,95
1/16/2020,4,11,3490,104,96
1/17/2020,4,19,3730,121,94
1/18/2020,4,18,3564,127,94
1/19/2020,4,15,3743,107,97
1/20/2020,4,9,4086,109,91
1/21/2020,4,13,2794,116,94
1/22/2020,4,6,3837,111,95
1/23/2020,4,10,3211,116,94
1/24/2020,4,13,2549,117,95
1/25/2020,4,18,4136,117,97
1/26/2020,4,9,4009,109,94
1/27/2020,4,11,3748,105,97
1/28/2020,4,14,2708,106,93
1/29/2020,4,15,2536,132,91
1/30/2020,4,18,3893,113,95
1/31/2020,4,14,4089,111,91
2/1/2020,4,15,3254,127,93
2/2/2020,4,9,2635,114,94
2/3/2020,4,17,3595,125,92
2/4/2020,4,13,2502,124,91
2/5/2020,4,14,2757,129,91
2/6/2020,4,13,3271,124,96
2/7/2020,4,13,3532,104,97
2/8/2020,4,23,2936,126,91
2/9/2020,4,5,3561,109,97
2/10/2020,4,15,3947,121,96
2/11/2020,4,15,3129,127,94
2/12/2020,4,17,3781,119,97
2/13/2020,4,13,3773,127,93
2/14/2020,4,15,4012,123,95
2/15/2020,4,20,3171,125,92
2/16/2020,4,17,3361,105,97
2/17/2020,4,15,2811,106,95
2/18/2020,4,6,3854,123,96
2/19/2020,4,20,3407,127,95
2/20/2020,4,19,3519,122,95
2/21/2020,4,12,2878,120,94
2/22/2020,4,13,3859,110,96
2/23/2020,4,9,3808,108,97
2/24/2020,4,14,3212,121,97
2/25/2020,4,11,4002,116,91
2/26/2020,4,11,3565,110,96
2/27/2020,4,21,3667,124,96
2/28/2020,4,22,3110,112,93
3/1/2020,4,23,2904,110,91
3/2/2020,4,10,3290,116,92
3/3/2020,4,25,3304,112,97
3/4/2020,4,18,3897,122,93
3/5/2020,4,19,3079,104,95
3/6/2020,4,7,4150,116,97
3/7/2020,4,21,2853,112,96
3/8/2020,4,25,3807,133,94
3/9/2020,4,17,3703,115,97
3/10/2020,4,13,4196,127,93
3/11/2020,4,14,4114,129,93
3/12/2020,4,18,3075,113,96
3/13/2020,4,12,3541,119,95
3/14/2020,4,25,3050,115,95
3/15/2020,4,20,2526,127,93
3/16/2020,4,17,2827,127,91
3/17/2020,4,18,3507,129,95
3/18/2020,4,17,3525,124,94
3/19/2020,4,21,3372,123,96
3/20/2020,4,15,3508,121,96
3/21/2020,4,20,3335,132,96
3/22/2020,4,13,3800,107,95
3/23/2020,4,12,4011,129,94
3/24/2020,4,15,2851,119,94
3/25/2020,4,13,3348,109,94
3/26/2020,4,17,3137,115,94
3/27/2020,4,18,3449,121,97
3/28/2020,4,19,2900,105,91
3/29/2020,4,26,3579,116,95
3/30/2020,4,20,2677,104,96
3/31/2020,4,24,2937,111,93
4/1/2020,4,12,4110,117,91
4/2/2020,4,21,2529,106,97
4/3/2020,4,26,2831,108,97
4/4/2020,4,30,2984,106,91
4/5/2020,4,32,3225,116,95
4/6/2020,4,12,3632,110,95
4/7/2020,4,28,2628,107,95
4/8/2020,4,23,4164,131,93
4/9/2020,4,24,3535,118,91
4/10/2020,4,20,3249,132,96
4/11/2020,4,27,3444,132,91
4/12/2020,4,19,3955,122,92
4/13/2020,4,15,2885,131,91
4/14/2020,4,21,3691,114,97
4/15/2020,4,19,3985,117,94
4/16/2020,4,26,3754,128,96
4/17/2020,4,22,2730,126,97
4/18/2020,4,18,3953,112,95
4/19/2020,4,27,3163,125,93
4/20/2020,4,13,2809,119,94
4/21/2020,4,21,3498,117,96
4/22/2020,4,21,2995,132,94
4/23/2020,4,27,3173,116,96
4/24/2020,4,25,4162,119,96
4/25/2020,4,25,3988,115,97
4/26/2020,4,26,2670,113,95
4/27/2020,4,16,3756,117,95
4/28/2020,4,24,3947,116,92
4/29/2020,4,20,3805,105,97
4/30/2020,4,26,2512,110,95
5/1/2020,4,26,3306,116,92
5/2/2020,4,24,3888,110,95
5/3/2020,4,21,2877,130,95
5/4/2020,4,21,2807,122,92
5/5/2020,4,16,3388,122,97
5/6/2020,4,14,2535,105,95
5/7/2020,4,18,3683,120,94
5/8/2020,4,32,2915,127,94
5/9/2020,4,30,3103,117,93
5/10/2020,4,25,4166,127,97
5/11/2020,4,15,2518,112,95
5/12/2020,4,20,3892,122,94
5/13/2020,4,18,3151,119,95
5/14/2020,4,22,3056,130,97
5/15/2020,4,34,3860,121,91
5/16/2020,4,21,3393,124,97
5/17/2020,4,34,3861,121,94
5/18/2020,4,24,2570,121,96
5/19/2020,4,22,3015,129,97
5/20/2020,4,19,4055,124,95
5/21/2020,4,23,2961,124,95
5/22/2020,4,29,3257,127,97
5/23/2020,4,28,2646,105,96
5/24/2020,4,28,3555,124,96
5/25/2020,4,15,3456,121,93
5/26/2020,4,16,2754,127,94
5/27/2020,4,24,2926,109,95
5/28/2020,4,21,3327,113,96
5/29/2020,4,32,3229,129,94
5/30/2020,4,31,3428,131,94
5/31/2020,4,29,4157,124,97
6/1/2020,4,16,2879,118,94
6/2/2020,4,25,2975,130,94
6/3/2020,4,24,3309,126,93
6/4/2020,4,25,2969,127,91
6/5/2020,4,33,3813,106,96
6/6/2020,4,26,2843,109,91
6/7/2020,4,31,4025,120,93
6/8/2020,4,12,4113,105,97
6/9/2020,4,30,2603,122,93
6/10/2020,4,17,4177,113,94
6/11/2020,4,23,3874,113,93
6/12/2020,4,16,3901,118,95
6/13/2020,4,27,4162,127,92
6/14/2020,4,32,2600,114,94
6/15/2020,4,21,3780,126,94
6/16/2020,4,16,3090,116,94
6/17/2020,4,23,3209,112,92
6/18/2020,4,21,3734,116,91
6/19/2020,4,26,2912,122,95
6/20/2020,4,24,4119,132,93
6/21/2020,4,26,2759,119,96
6/22/2020,4,14,3548,127,93
6/23/2020,4,19,3860,128,92
6/24/2020,4,21,2990,129,94
6/25/2020,4,24,3601,133,96
6/26/2020,4,21,3998,118,95
6/27/2020,4,29,3808,124,96
6/28/2020,4,27,3521,115,93
6/29/2020,4,12,3490,105,96
6/30/2020,4,25,2744,126,92
7/1/2020,4,30,2701,124,94
7/2/2020,4,24,3121,104,97
7/3/2020,4,30,2545,126,95
7/4/2020,4,32,2967,109,97
7/5/2020,4,37,3111,118,97
7/6/2020,4,17,3656,108,94
7/7/2020,4,18,3620,129,95
7/8/2020,4,29,3362,118,95
7/9/2020,4,20,2914,124,95
7/10/2020,4,22,4175,125,92
7/11/2020,4,39,3758,113,96
7/12/2020,4,16,2912,131,94
7/13/2020,4,21,3464,125,92
7/14/2020,4,35,3526,130,96
7/15/2020,4,16,2765,117,95
7/16/2020,4,32,4119,124,91
7/17/2020,4,23,3906,124,94
7/18/2020,4,18,4167,117,93
7/19/2020,4,29,4007,129,93
7/20/2020,4,18,3657,126,92
7/21/2020,4,19,3868,127,96
7/22/2020,4,22,3266,108,96
7/23/2020,4,26,2572,104,93
7/24/2020,4,26,3344,106,96
7/25/2020,4,25,2807,112,97
7/26/2020,4,29,3263,119,92
7/27/2020,4,14,2590,108,92
7/28/2020,4,30,2697,107,97
7/29/2020,4,29,2775,111,91
7/30/2020,4,30,2643,128,96
7/31/2020,4,27,3637,105,94
8/1/2020,4,21,3806,119,93
8/2/2020,4,24,2893,109,97
8/3/2020,4,17,3582,131,93
8/4/2020,4,19,2710,112,97
8/5/2020,4,27,2606,131,92
8/6/2020,4,19,4100,104,95
8/7/2020,4,21,2792,120,94
8/8/2020,4,19,4088,115,91
8/9/2020,4,24,3893,129,97
8/10/2020,4,17,2514,112,91
8/11/2020,4,19,2665,132,96
8/12/2020,4,21,2950,121,91
8/13/2020,4,34,3479,125,97
8/14/2020,4,16,3870,113,93
8/15/2020,4,27,3493,131,93
8/16/2020,4,32,3216,131,97
8/17/2020,4,26,3095,106,97
8/18/2020,4,32,3175,119,95
8/19/2020,4,18,2791,106,97
8/20/2020,4,13,3971,106,93
8/21/2020,4,27,2589,124,95
8/22/2020,4,27,3593,128,96
8/23/2020,4,30,2632,117,97
8/24/2020,4,15,2668,112,92
8/25/2020,4,17,2939,108,91
8/26/2020,4,16,3153,126,96
8/27/2020,4,22,3009,113,95
8/28/2020,4,23,3966,122,96
8/29/2020,4,23,2872,106,97
8/30/2020,4,25,2743,133,93
8/31/2020,4,20,2585,109,96
9/1/2020,4,18,3876,116,97
9/2/2020,4,14,3778,111,91
9/3/2020,4,24,2727,117,97
9/4/2020,4,20,3476,109,92
9/5/2020,4,21,4051,128,94
9/6/2020,4,30,2947,125,93
9/7/2020,4,16,2739,128,91
9/8/2020,4,16,2716,107,95
9/9/2020,4,24,3030,105,94
9/10/2020,4,20,2611,113,94
9/11/2020,4,25,3044,128,91
9/12/2020,4,34,2878,117,95
9/13/2020,4,23,3751,121,93
9/14/2020,4,16,3954,113,93
9/15/2020,4,25,3939,110,92
9/16/2020,4,26,4035,132,96
9/17/2020,4,25,3279,124,91
9/18/2020,4,17,4146,114,91
9/19/2020,4,31,3534,110,91
9/20/2020,4,27,3946,125,91
9/21/2020,4,20,3693,106,97
9/22/2020,4,16,3486,128,93
9/23/2020,4,20,2828,133,93
9/24/2020,4,29,2899,111,92
9/25/2020,4,13,2741,115,95
9/26/2020,4,23,2836,104,92
9/27/2020,4,16,3003,111,95
9/28/2020,4,25,2739,122,95
9/29/2020,4,17,3157,117,91
9/30/2020,4,19,4071,112,96
10/1/2020,4,21,3123,120,95
10/2/2020,4,25,3793,112,95
10/3/2020,4,22,4100,132,93
10/4/2020,4,28,4143,128,95
10/5/2020,4,9,2648,105,92
10/6/2020,4,15,2518,115,93
10/7/2020,4,23,3222,107,92
10/8/2020,4,15,2792,126,96
10/9/2020,4,16,3395,123,96
10/10/2020,4,17,2794,108,94
10/11/2020,4,26,3131,122,94
10/12/2020,4,8,2876,109,95
10/13/2020,4,18,2783,115,91
10/14/2020,4,17,2502,108,92
10/15/2020,4,20,3578,126,95
10/16/2020,4,24,2612,115,93
10/17/2020,4,16,3442,104,97
10/18/2020,4,19,3962,122,93
10/19/2020,4,16,3724,127,94
10/20/2020,4,23,3242,129,91
10/21/2020,4,21,4093,116,94
10/22/2020,4,27,2901,115,95
10/23/2020,4,27,3726,105,91
10/24/2020,4,14,3296,125,94
10/25/2020,4,36,2737,120,91
10/26/2020,4,11,3208,124,93
10/27/2020,4,20,3191,133,95
10/28/2020,4,20,3930,131,95
10/29/2020,4,18,3659,129,94
10/30/2020,4,17,3794,105,96
10/31/2020,4,15,4022,112,96
11/1/2020,4,23,3403,127,94
11/2/2020,4,16,3778,126,96
11/3/2020,4,19,2785,105,97
11/4/2020,4,26,3733,131,95
11/5/2020,4,21,4103,129,95
11/6/2020,4,17,2934,111,97
11/7/2020,4,17,2812,129,93
11/8/2020,4,22,3197,129,95
11/9/2020,4,19,2654,121,93
11/10/2020,4,16,3968,109,95
11/11/2020,4,21,3616,133,94
11/12/2020,4,21,4163,121,94
11/13/2020,4,16,3905,120,96
11/14/2020,4,23,3226,110,91
11/15/2020,4,27,4001,106,97
11/16/2020,4,14,4124,117,92
11/17/2020,4,19,2615,119,92
11/18/2020,4,9,2863,104,97
11/19/2020,4,15,3326,104,92
11/20/2020,4,16,3384,118,97
11/21/2020,4,17,3327,128,97
11/22/2020,4,28,2740,123,93
11/23/2020,4,16,3996,119,91
11/24/2020,4,23,3168,119,92
11/25/2020,4,23,2624,107,91
11/26/2020,4,18,2782,123,92
11/27/2020,4,28,2509,128,93
11/28/2020,4,31,2648,105,91
11/29/2020,4,24,3057,112,93
11/30/2020,4,20,3360,114,93
12/1/2020,4,18,3075,114,91
12/2/2020,4,17,2796,108,91
12/3/2020,4,12,3092,131,95
12/4/2020,4,16,3210,123,95
12/5/2020,4,25,2775,110,96
12/6/2020,4,16,3012,126,95
12/7/2020,4,9,4042,131,97
12/8/2020,4,11,3595,130,95
12/9/2020,4,13,3111,123,93
12/10/2020,4,23,3181,127,92
12/11/2020,4,7,4139,104,91
12/12/2020,4,18,4112,128,93
12/13/2020,4,16,2549,121,97
12/14/2020,4,12,3467,120,96
12/15/2020,4,11,3022,123,94
12/16/2020,4,17,3301,131,95
12/17/2020,4,16,4148,128,91
12/18/2020,4,24,3987,108,97
12/19/2020,4,10,4113,126,95
12/20/2020,4,14,3872,132,97
12/21/2020,4,11,3529,106,93
12/22/2020,4,12,2689,121,96
12/23/2020,4,11,4059,109,93
12/24/2020,4,16,4002,116,95
12/25/2020,4,17,3071,129,93
12/26/2020,4,14,3787,121,97
12/27/2020,4,18,4070,129,94
12/28/2020,4,5,3664,117,97
12/29/2020,4,15,4082,121,95
12/30/2020,4,15,3626,128,94
12/31/2020,4,22,2891,108,92
1/1/2021,4,15,2875,111,95
1/2/2021,4,15,3542,132,92
1/3/2021,4,21,2698,122,97
1/4/2021,4,12,2760,111,93
1/5/2021,4,12,3270,121,91
1/6/2021,4,12,3138,115,91
1/7/2021,4,16,2598,131,92
1/8/2021,4,10,2985,108,96
1/9/2021,4,23,3689,126,97
1/10/2021,4,13,3857,117,92
1/11/2021,4,11,3457,130,92
1/12/2021,4,10,4091,126,93
1/13/2021,4,12,2661,130,96
1/14/2021,4,14,4007,106,94
1/15/2021,4,12,3028,111,97
1/16/2021,4,12,3769,108,94
1/17/2021,4,19,2838,132,93
1/18/2021,4,7,3801,105,95
1/19/2021,4,17,3809,122,95
1/20/2021,4,14,2540,108,91
1/21/2021,4,13,4033,112,94
1/22/2021,4,17,3871,126,94
1/23/2021,4,10,2867,117,95
1/24/2021,4,25,2997,127,93
1/25/2021,4,11,3508,113,93
1/26/2021,4,12,3344,123,94
1/27/2021,4,12,3273,118,94
1/28/2021,4,15,3439,123,94
1/29/2021,4,19,3529,114,96
1/30/2021,4,19,3979,121,93
1/31/2021,4,17,3251,129,91
2/1/2021,4,10,2750,122,91
2/2/2021,4,14,2831,106,91
2/3/2021,4,20,3388,111,91
2/4/2021,4,20,3486,119,96
2/5/2021,4,10,2837,120,91
2/6/2021,4,21,3452,127,94
2/7/2021,4,17,3907,106,95
2/8/2021,4,15,3328,110,94
2/9/2021,4,12,3994,126,92
2/10/2021,4,25,3474,115,97
2/11/2021,4,24,3597,114,95
2/12/2021,4,13,3842,112,94
2/13/2021,4,17,3311,108,93
2/14/2021,4,21,3566,129,91
2/15/2021,4,11,2977,128,91
2/16/2021,4,8,3021,104,96
2/17/2021,4,11,2934,106,91
2/18/2021,4,15,3280,108,96
2/19/2021,4,24,2777,114,92
2/20/2021,4,26,3820,111,96
2/21/2021,4,28,3123,123,92
2/22/2021,4,13,3778,118,91
2/23/2021,4,20,3230,116,92
2/24/2021,4,14,2528,132,92
2/25/2021,4,15,3078,105,91
2/26/2021,4,26,2755,112,96
2/27/2021,4,16,3008,114,93
2/28/2021,4,14,3406,125,96
2/29/2021,4,11,2876,132,95
3/1/2021,4,16,2921,127,92
3/2/2021,4,21,3995,119,94
3/3/2021,4,15,2551,119,92
3/4/2021,4,20,2551,118,95
3/5/2021,4,20,3965,119,92
3/6/2021,4,23,4015,115,93
3/7/2021,4,16,2984,129,94
3/8/2021,4,18,3295,115,91
3/9/2021,4,17,3678,129,94
3/10/2021,4,24,3564,116,93
3/11/2021,4,20,2801,126,95
3/12/2021,4,25,3572,116,94
3/13/2021,4,18,2603,124,96
3/14/2021,4,10,3864,121,96
3/15/2021,4,18,3279,133,91
3/16/2021,4,22,3745,109,95
3/17/2021,4,24,3268,108,96
3/18/2021,4,23,3892,125,95
3/19/2021,4,27,2782,129,95
3/20/2021,4,18,2560,108,96
3/21/2021,4,13,2804,111,97
3/22/2021,4,17,3093,116,93
3/23/2021,4,20,3676,117,94
3/24/2021,4,22,3052,110,93
3/25/2021,4,28,3055,127,94
3/26/2021,4,12,4155,113,92
3/27/2021,4,20,3417,132,95
3/28/2021,4,17,3298,112,97
3/29/2021,4,16,3254,106,91
3/30/2021,4,14,2542,129,95
3/31/2021,4,20,2938,107,93
4/1/2021,4,26,2618,128,97
4/2/2021,4,26,4128,104,92
4/3/2021,4,22,4048,120,94
4/4/2021,4,18,3330,110,91
4/5/2021,4,25,3912,111,96
4/6/2021,4,17,4021,128,93
4/7/2021,4,25,3547,109,93
4/8/2021,4,28,2873,118,96
4/9/2021,4,30,2643,119,97
4/10/2021,4,21,4146,116,92
4/11/2021,4,29,3548,122,92
4/12/2021,4,20,2852,111,95
4/13/2021,4,20,3865,117,94
4/14/2021,4,21,2597,104,96
4/15/2021,4,22,2607,107,93
4/16/2021,4,27,3871,107,92
4/17/2021,4,26,3783,122,92
4/18/2021,4,19,3384,113,97
4/19/2021,4,22,3999,112,93
4/20/2021,4,29,3451,133,92
4/21/2021,4,21,3975,111,93
4/22/2021,4,23,3174,121,97
4/23/2021,4,26,2859,125,96
4/24/2021,4,26,2880,131,94
4/25/2021,4,18,3758,118,97
4/26/2021,4,22,3693,127,92
4/27/2021,4,27,4003,128,93
4/28/2021,4,20,2697,128,93
4/29/2021,4,24,3124,126,93
4/30/2021,4,26,4073,111,96
5/1/2021,4,22,2579,126,97
5/2/2021,4,25,2895,104,97
5/3/2021,4,25,4113,126,93
5/4/2021,4,20,2967,124,92
5/5/2021,4,31,3781,106,94
5/6/2021,4,32,3356,128,95
5/7/2021,4,24,2558,114,93
5/8/2021,4,23,3395,125,93
5/9/2021,4,27,3479,108,93
5/10/2021,4,29,3760,119,93
5/11/2021,4,27,3288,125,91
5/12/2021,4,23,3985,116,91
5/13/2021,4,25,2569,104,95
5/14/2021,4,40,3773,120,93
5/15/2021,4,27,3326,113,93
5/16/2021,4,24,3075,106,95
5/17/2021,4,17,2641,131,91
5/18/2021,4,25,3945,123,91
5/19/2021,4,19,2908,128,94
5/20/2021,4,23,2824,117,91
5/21/2021,4,21,3859,110,92
5/22/2021,4,29,2766,133,92
5/23/2021,4,19,2689,105,96
5/24/2021,4,25,3910,133,97
5/25/2021,4,28,2835,132,96
5/26/2021,4,21,2667,109,93
5/27/2021,4,22,3991,113,95
5/28/2021,4,22,2635,115,96
5/29/2021,4,35,3346,105,91
5/30/2021,4,22,2733,128,93
5/31/2021,4,27,3230,116,96
6/1/2021,4,27,3451,133,96
6/2/2021,4,29,3584,126,95
6/3/2021,4,25,4011,125,92
6/4/2021,4,24,3056,133,94
6/5/2021,4,34,3722,130,95
6/6/2021,4,27,3731,123,91
6/7/2021,4,25,2995,115,94
6/8/2021,4,30,2547,115,97
6/9/2021,4,27,3560,107,91
6/10/2021,4,28,3662,118,94
6/11/2021,4,27,3443,104,94
6/12/2021,4,32,3346,107,91
6/13/2021,4,16,2884,116,91
6/14/2021,4,21,3939,132,91
6/15/2021,4,29,3538,107,95
6/16/2021,4,23,3287,111,97
6/17/2021,4,29,3427,110,91
6/18/2021,4,30,2906,121,93
6/19/2021,4,30,3887,107,91
6/20/2021,4,21,2688,119,93
6/21/2021,4,25,2724,127,93
6/22/2021,4,20,3514,126,92
