date,warehouse,item,units,sales
11/21/2020,3,1,28,1960
11/22/2020,3,1,37,2590
11/23/2020,3,1,25,1750
11/24/2020,3,1,20,1400
11/25/2020,3,1,16,1120
11/26/2020,3,1,20,1400
11/27/2020,3,1,27,1890
11/28/2020,3,1,42,2940
11/29/2020,3,1,35,2450
11/30/2020,3,1,14,980
12/1/2020,3,1,18,1260
12/2/2020,3,1,23,1610
12/3/2020,3,1,13,910
12/4/2020,3,1,14,980
12/5/2020,3,1,22,1540
12/6/2020,3,1,23,1610
12/7/2020,3,1,17,1190
12/8/2020,3,1,18,1260
12/9/2020,3,1,13,910
12/10/2020,3,1,21,1470
12/11/2020,3,1,14,980
12/12/2020,3,1,18,1260
12/13/2020,3,1,21,1470
12/14/2020,3,1,18,1260
12/15/2020,3,1,18,1260
12/16/2020,3,1,25,1750
12/17/2020,3,1,15,1050
12/18/2020,3,1,19,1330
12/19/2020,3,1,21,1470
12/20/2020,3,1,25,1750
12/21/2020,3,1,7,490
12/22/2020,3,1,16,1120
12/23/2020,3,1,14,980
12/24/2020,3,1,19,1330
12/25/2020,3,1,21,1470
12/26/2020,3,1,22,1540
12/27/2020,3,1,22,1540
12/28/2020,3,1,15,1050
12/29/2020,3,1,21,1470
12/30/2020,3,1,16,1120
12/31/2020,3,1,23,1610
1/1/2021,3,1,23,1610
1/2/2021,3,1,22,1540
1/3/2021,3,1,19,1330
1/4/2021,3,1,14,980
1/5/2021,3,1,13,910
1/6/2021,3,1,19,1330
1/7/2021,3,1,17,1190
1/8/2021,3,1,10,700
1/9/2021,3,1,25,1750
1/10/2021,3,1,20,1400
1/11/2021,3,1,14,980
1/12/2021,3,1,18,1260
1/13/2021,3,1,22,1540
1/14/2021,3,1,16,1120
1/15/2021,3,1,22,1540
1/16/2021,3,1,22,1540
1/17/2021,3,1,19,1330
1/18/2021,3,1,19,1330
1/19/2021,3,1,20,1400
1/20/2021,3,1,14,980
1/21/2021,3,1,14,980
1/22/2021,3,1,16,1120
1/23/2021,3,1,19,1330
1/24/2021,3,1,18,1260
1/25/2021,3,1,18,1260
1/26/2021,3,1,22,1540
1/27/2021,3,1,23,1610
1/28/2021,3,1,18,1260
1/29/2021,3,1,17,1190
1/30/2021,3,1,18,1260
1/31/2021,3,1,20,1400
2/1/2021,3,1,12,840
2/2/2021,3,1,24,1680
2/3/2021,3,1,25,1750
2/4/2021,3,1,22,1540
2/5/2021,3,1,19,1330
2/6/2021,3,1,28,1960
2/7/2021,3,1,24,1680
2/8/2021,3,1,19,1330
2/9/2021,3,1,19,1330
2/10/2021,3,1,21,1470
2/11/2021,3,1,24,1680
2/12/2021,3,1,25,1750
2/13/2021,3,1,22,1540
2/14/2021,3,1,29,2030
2/15/2021,3,1,22,1540
2/16/2021,3,1,26,1820
2/17/2021,3,1,21,1470
2/18/2021,3,1,20,1400
2/19/2021,3,1,22,1540
2/20/2021,3,1,21,1470
2/21/2021,3,1,25,1750
2/22/2021,3,1,11,770
2/23/2021,3,1,17,1190
2/24/2021,3,1,26,1820
2/25/2021,3,1,22,1540
2/26/2021,3,1,22,1540
2/27/2021,3,1,19,1330
2/28/2021,3,1,23,1610
2/29/2021,3,1,18,1260
3/1/2021,3,1,19,1330
3/2/2021,3,1,25,1750
3/3/2021,3,1,25,1750
3/4/2021,3,1,19,1330
3/5/2021,3,1,28,1960
3/6/2021,3,1,23,1610
3/7/2021,3,1,13,910
3/8/2021,3,1,23,1610
3/9/2021,3,1,24,1680
3/10/2021,3,1,28,1960
3/11/2021,3,1,27,1890
3/12/2021,3,1,26,1820
3/13/2021,3,1,31,2170
3/14/2021,3,1,16,1120
3/15/2021,3,1,24,1680
3/16/2021,3,1,15,1050
3/17/2021,3,1,19,1330
3/18/2021,3,1,22,1540
3/19/2021,3,1,24,1680
3/20/2021,3,1,17,1190
3/21/2021,3,1,22,1540
3/22/2021,3,1,19,1330
3/23/2021,3,1,24,1680
3/24/2021,3,1,13,910
3/25/2021,3,1,36,2520
3/26/2021,3,1,28,1960
3/27/2021,3,1,28,1960
3/28/2021,3,1,25,1750
3/29/2021,3,1,23,1610
3/30/2021,3,1,16,1120
3/31/2021,3,1,19,1330
4/1/2021,3,1,25,1750
4/2/2021,3,1,33,2310
4/3/2021,3,1,41,2870
4/4/2021,3,1,26,1820
4/5/2021,3,1,34,2380
4/6/2021,3,1,22,1540
4/7/2021,3,1,27,1890
4/8/2021,3,1,26,1820
4/9/2021,3,1,39,2730
4/10/2021,3,1,39,2730
4/11/2021,3,1,26,1820
4/12/2021,3,1,30,2100
4/13/2021,3,1,22,1540
4/14/2021,3,1,27,1890
4/15/2021,3,1,34,2380
4/16/2021,3,1,37,2590
4/17/2021,3,1,28,1960
4/18/2021,3,1,26,1820
4/19/2021,3,1,25,1750
4/20/2021,3,1,29,2030
4/21/2021,3,1,33,2310
4/22/2021,3,1,31,2170
4/23/2021,3,1,39,2730
4/24/2021,3,1,28,1960
4/25/2021,3,1,26,1820
4/26/2021,3,1,22,1540
4/27/2021,3,1,22,1540
4/28/2021,3,1,29,2030
4/29/2021,3,1,31,2170
4/30/2021,3,1,45,3150
5/1/2021,3,1,38,2660
5/2/2021,3,1,22,1540
5/3/2021,3,1,29,2030
5/4/2021,3,1,25,1750
5/5/2021,3,1,36,2520
5/6/2021,3,1,36,2520
5/7/2021,3,1,37,2590
5/8/2021,3,1,39,2730
5/9/2021,3,1,22,1540
5/10/2021,3,1,25,1750
5/11/2021,3,1,27,1890
5/12/2021,3,1,27,1890
5/13/2021,3,1,38,2660
5/14/2021,3,1,36,2520
5/15/2021,3,1,34,2380
5/16/2021,3,1,19,1330
5/17/2021,3,1,30,2100
5/18/2021,3,1,22,1540
5/19/2021,3,1,32,2240
5/20/2021,3,1,36,2520
5/21/2021,3,1,33,2310
5/22/2021,3,1,30,2100
5/23/2021,3,1,24,1680
5/24/2021,3,1,32,2240
5/25/2021,3,1,26,1820
5/26/2021,3,1,26,1820
5/27/2021,3,1,32,2240
5/28/2021,3,1,39,2730
5/29/2021,3,1,38,2660
5/30/2021,3,1,17,1190
5/31/2021,3,1,33,2310
6/1/2021,3,1,22,1540
6/2/2021,3,1,30,2100
6/3/2021,3,1,33,2310
6/4/2021,3,1,31,2170
6/5/2021,3,1,35,2450
6/6/2021,3,1,31,2170
6/7/2021,3,1,21,1470
6/8/2021,3,1,29,2030
6/9/2021,3,1,27,1890
6/10/2021,3,1,49,3430
6/11/2021,3,1,37,2590
6/12/2021,3,1,45,3150
6/13/2021,3,1,38,2660
6/14/2021,3,1,30,2100
6/15/2021,3,1,30,2100
6/16/2021,3,1,35,2450
6/17/2021,3,1,32,2240
6/18/2021,3,1,38,2660
6/19/2021,3,1,30,2100
6/20/2021,3,1,24,1680
6/21/2021,3,1,31,2170
6/22/2021,3,1,29,2030
6/23/2021,3,1,33,2310
6/24/2021,3,1,35,2450
6/25/2021,3,1,39,2730
6/26/2021,3,1,35,2450
6/27/2021,3,1,32,2240
6/28/2021,3,1,45,3150
6/29/2021,3,1,26,1820
6/30/2021,3,1,37,2590
7/1/2021,3,1,27,1890
7/2/2021,3,1,37,2590
7/3/2021,3,1,41,2870
7/4/2021,3,1,26,1820
7/5/2021,3,1,30,2100
7/6/2021,3,1,29,2030
7/7/2021,3,1,42,2940
7/8/2021,3,1,46,3220
7/9/2021,3,1,48,3360
7/10/2021,3,1,43,3010
7/11/2021,3,1,25,1750
7/12/2021,3,1,28,1960
7/13/2021,3,1,37,2590
7/14/2021,3,1,41,2870
7/15/2021,3,1,37,2590
7/16/2021,3,1,42,2940
7/17/2021,3,1,36,2520
7/18/2021,3,1,26,1820
7/19/2021,3,1,24,1680
7/20/2021,3,1,33,2310
7/21/2021,3,1,40,2800
7/22/2021,3,1,26,1820
7/23/2021,3,1,36,2520
7/24/2021,3,1,29,2030
7/25/2021,3,1,36,2520
7/26/2021,3,1,38,2660
7/27/2021,3,1,27,1890
7/28/2021,3,1,41,2870
7/29/2021,3,1,38,2660
7/30/2021,3,1,41,2870
7/31/2021,3,1,32,2240
8/1/2021,3,1,23,1610
8/2/2021,3,1,21,1470
8/3/2021,3,1,29,2030
8/4/2021,3,1,18,1260
8/5/2021,3,1,35,2450
8/6/2021,3,1,36,2520
8/7/2021,3,1,49,3430
8/8/2021,3,1,31,2170
8/9/2021,3,1,30,2100
8/10/2021,3,1,22,1540
8/11/2021,3,1,18,1260
8/12/2021,3,1,42,2940
8/13/2021,3,1,23,1610
8/14/2021,3,1,44,3080
8/15/2021,3,1,22,1540
8/16/2021,3,1,21,1470
8/17/2021,3,1,33,2310
8/18/2021,3,1,37,2590
8/19/2021,3,1,26,1820
8/20/2021,3,1,36,2520
8/21/2021,3,1,42,2940
8/22/2021,3,1,19,1330
8/23/2021,3,1,32,2240
8/24/2021,3,1,35,2450
8/25/2021,3,1,26,1820
8/26/2021,3,1,33,2310
8/27/2021,3,1,39,2730
8/28/2021,3,1,39,2730
8/29/2021,3,1,23,1610
8/30/2021,3,1,36,2520
8/31/2021,3,1,31,2170
9/1/2021,3,1,28,1960
9/2/2021,3,1,27,1890
9/3/2021,3,1,37,2590
9/4/2021,3,1,38,2660
9/5/2021,3,1,23,1610
9/6/2021,3,1,22,1540
9/7/2021,3,1,21,1470
9/8/2021,3,1,22,1540
9/9/2021,3,1,24,1680
9/10/2021,3,1,33,2310
9/11/2021,3,1,27,1890
9/12/2021,3,1,26,1820
9/13/2021,3,1,22,1540
9/14/2021,3,1,25,1750
9/15/2021,3,1,22,1540
9/16/2021,3,1,35,2450
9/17/2021,3,1,30,2100
9/18/2021,3,1,30,2100
9/19/2021,3,1,15,1050
9/20/2021,3,1,29,2030
9/21/2021,3,1,24,1680
9/22/2021,3,1,25,1750
9/23/2021,3,1,28,1960
9/24/2021,3,1,37,2590
9/25/2021,3,1,30,2100
9/26/2021,3,1,28,1960
9/27/2021,3,1,31,2170
9/28/2021,3,1,45,3150
9/29/2021,3,1,26,1820
9/30/2021,3,1,36,2520
10/1/2021,3,1,28,1960
10/2/2021,3,1,38,2660
10/3/2021,3,1,8,560
10/4/2021,3,1,22,1540
10/5/2021,3,1,24,1680
10/6/2021,3,1,27,1890
10/7/2021,3,1,31,2170
10/8/2021,3,1,40,2800
10/9/2021,3,1,32,2240
10/10/2021,3,1,20,1400
10/11/2021,3,1,30,2100
10/12/2021,3,1,26,1820
10/13/2021,3,1,22,1540
10/14/2021,3,1,31,2170
10/15/2021,3,1,35,2450
10/16/2021,3,1,31,2170
10/17/2021,3,1,19,1330
10/18/2021,3,1,28,1960
10/19/2021,3,1,25,1750
10/20/2021,3,1,24,1680
10/21/2021,3,1,37,2590
10/22/2021,3,1,26,1820
10/23/2021,3,1,22,1540
10/24/2021,3,1,21,1470
10/25/2021,3,1,21,1470
10/26/2021,3,1,28,1960
10/27/2021,3,1,30,2100
10/28/2021,3,1,29,2030
10/29/2021,3,1,30,2100
10/30/2021,3,1,20,1400
10/31/2021,3,1,22,1540
11/1/2021,3,1,32,2240
11/2/2021,3,1,31,2170
11/3/2021,3,1,27,1890
11/4/2021,3,1,25,1750
11/5/2021,3,1,33,2310
11/6/2021,3,1,45,3150
11/7/2021,3,1,14,980
11/8/2021,3,1,25,1750
11/9/2021,3,1,24,1680
11/10/2021,3,1,34,2380
11/11/2021,3,1,24,1680
11/12/2021,3,1,30,2100
11/13/2021,3,1,25,1750
11/14/2021,3,1,23,1610
11/15/2021,3,1,27,1890
11/16/2021,3,1,18,1260
11/17/2021,3,1,35,2450
11/18/2021,3,1,21,1470
11/19/2021,3,1,27,1890
11/20/2021,3,1,46,3220
11/21/2021,3,1,26,1820
11/22/2021,3,1,23,1610
11/23/2021,3,1,22,1540
11/24/2021,3,1,35,2450
11/25/2021,3,1,23,1610
11/26/2021,3,1,27,1890
11/27/2021,3,1,37,2590
11/28/2021,3,1,21,1470
11/29/2021,3,1,37,2590
11/30/2021,3,1,25,1750
12/1/2021,3,1,19,1330
12/2/2021,3,1,15,1050
12/3/2021,3,1,23,1610
12/4/2021,3,1,30,2100
12/5/2021,3,1,25,1750
12/6/2021,3,1,14,980
12/7/2021,3,1,16,1120
12/8/2021,3,1,23,1610
12/9/2021,3,1,21,1470
12/10/2021,3,1,37,2590
12/11/2021,3,1,23,1610
12/12/2021,3,1,24,1680
12/13/2021,3,1,14,980
12/14/2021,3,1,17,1190
12/15/2021,3,1,24,1680
12/16/2021,3,1,25,1750
12/17/2021,3,1,24,1680
12/18/2021,3,1,23,1610
12/19/2021,3,1,21,1470
12/20/2021,3,1,26,1820
12/21/2021,3,1,24,1680
12/22/2021,3,1,21,1470
12/23/2021,3,1,18,1260
12/24/2021,3,1,26,1820
12/25/2021,3,1,24,1680
12/26/2021,3,1,11,770
12/27/2021,3,1,22,1540
12/28/2021,3,1,15,1050
12/29/2021,3,1,19,1330
12/30/2021,3,1,21,1470
12/31/2021,3,1,26,1820
1/1/2022,3,1,20,1400
1/2/2022,3,1,16,1120
1/3/2022,3,1,17,1190
1/4/2022,3,1,20,1400
1/5/2022,3,1,26,1820
1/6/2022,3,1,17,1190
1/7/2022,3,1,22,1540
1/8/2022,3,1,18,1260
1/9/2022,3,1,17,1190
1/10/2022,3,1,11,770
1/11/2022,3,1,20,1400
1/12/2022,3,1,23,1610
1/13/2022,3,1,16,1120
1/14/2022,3,1,20,1400
1/15/2022,3,1,25,1750
1/16/2022,3,1,16,1120
1/17/2022,3,1,22,1540
1/18/2022,3,1,23,1610
1/19/2022,3,1,23,1610
1/20/2022,3,1,18,1260
1/21/2022,3,1,24,1680
1/22/2022,3,1,23,1610
1/23/2022,3,1,18,1260
1/24/2022,3,1,21,1470
1/25/2022,3,1,16,1120
1/26/2022,3,1,27,1890
1/27/2022,3,1,21,1470
1/28/2022,3,1,20,1400
1/29/2022,3,1,21,1470
1/30/2022,3,1,16,1120
1/31/2022,3,1,17,1190
2/1/2022,3,1,22,1540
2/2/2022,3,1,28,1960
2/3/2022,3,1,33,2310
2/4/2022,3,1,28,1960
2/5/2022,3,1,20,1400
2/6/2022,3,1,20,1400
2/7/2022,3,1,22,1540
2/8/2022,3,1,17,1190
2/9/2022,3,1,24,1680
2/10/2022,3,1,26,1820
2/11/2022,3,1,28,1960
2/12/2022,3,1,20,1400
2/13/2022,3,1,18,1260
2/14/2022,3,1,26,1820
2/15/2022,3,1,19,1330
2/16/2022,3,1,19,1330
2/17/2022,3,1,19,1330
2/18/2022,3,1,22,1540
2/19/2022,3,1,20,1400
2/20/2022,3,1,18,1260
2/21/2022,3,1,19,1330
2/22/2022,3,1,22,1540
2/23/2022,3,1,17,1190
2/24/2022,3,1,24,1680
2/25/2022,3,1,27,1890
2/26/2022,3,1,26,1820
2/27/2022,3,1,18,1260
2/28/2022,3,1,17,1190
3/1/2022,3,1,19,1330
3/2/2022,3,1,14,980
3/3/2022,3,1,27,1890
3/4/2022,3,1,27,1890
3/5/2022,3,1,25,1750
3/6/2022,3,1,21,1470
3/7/2022,3,1,28,1960
3/8/2022,3,1,25,1750
3/9/2022,3,1,21,1470
3/10/2022,3,1,23,1610
3/11/2022,3,1,40,2800
3/12/2022,3,1,33,2310
3/13/2022,3,1,26,1820
3/14/2022,3,1,22,1540
3/15/2022,3,1,27,1890
3/16/2022,3,1,25,1750
3/17/2022,3,1,29,2030
3/18/2022,3,1,32,2240
3/19/2022,3,1,25,1750
3/20/2022,3,1,16,1120
3/21/2022,3,1,19,1330
3/22/2022,3,1,26,1820
3/23/2022,3,1,15,1050
3/24/2022,3,1,34,2380
3/25/2022,3,1,27,1890
3/26/2022,3,1,17,1190
3/27/2022,3,1,22,1540
3/28/2022,3,1,27,1890
3/29/2022,3,1,33,2310
3/30/2022,3,1,23,1610
3/31/2022,3,1,30,2100
4/1/2022,3,1,42,2940
4/2/2022,3,1,28,1960
4/3/2022,3,1,25,1750
4/4/2022,3,1,26,1820
4/5/2022,3,1,31,2170
4/6/2022,3,1,29,2030
4/7/2022,3,1,44,3080
4/8/2022,3,1,32,2240
4/9/2022,3,1,37,2590
4/10/2022,3,1,26,1820
4/11/2022,3,1,29,2030
4/12/2022,3,1,26,1820
4/13/2022,3,1,28,1960
4/14/2022,3,1,25,1750
4/15/2022,3,1,52,3640
4/16/2022,3,1,28,1960
4/17/2022,3,1,26,1820
4/18/2022,3,1,25,1750
4/19/2022,3,1,30,2100
4/20/2022,3,1,22,1540
4/21/2022,3,1,26,1820
4/22/2022,3,1,41,2870
4/23/2022,3,1,31,2170
4/24/2022,3,1,30,2100
4/25/2022,3,1,25,1750
4/26/2022,3,1,20,1400
4/27/2022,3,1,36,2520
4/28/2022,3,1,34,2380
4/29/2022,3,1,32,2240
4/30/2022,3,1,45,3150
5/1/2022,3,1,26,1820
5/2/2022,3,1,25,1750
5/3/2022,3,1,32,2240
5/4/2022,3,1,31,2170
5/5/2022,3,1,32,2240
5/6/2022,3,1,33,2310
5/7/2022,3,1,38,2660
5/8/2022,3,1,40,2800
5/9/2022,3,1,37,2590
5/10/2022,3,1,31,2170
5/11/2022,3,1,32,2240
5/12/2022,3,1,32,2240
5/13/2022,3,1,43,3010
5/14/2022,3,1,31,2170
5/15/2022,3,1,20,1400
5/16/2022,3,1,30,2100
5/17/2022,3,1,20,1400
5/18/2022,3,1,37,2590
5/19/2022,3,1,26,1820
5/20/2022,3,1,35,2450
5/21/2022,3,1,34,2380
5/22/2022,3,1,24,1680
5/23/2022,3,1,29,2030
5/24/2022,3,1,36,2520
5/25/2022,3,1,33,2310
5/26/2022,3,1,34,2380
5/27/2022,3,1,33,2310
5/28/2022,3,1,43,3010
5/29/2022,3,1,32,2240
5/30/2022,3,1,31,2170
5/31/2022,3,1,40,2800
6/1/2022,3,1,42,2940
6/2/2022,3,1,32,2240
6/3/2022,3,1,35,2450
6/4/2022,3,1,50,3500
6/5/2022,3,1,19,1330
6/6/2022,3,1,38,2660
6/7/2022,3,1,25,1750
6/8/2022,3,1,32,2240
6/9/2022,3,1,40,2800
6/10/2022,3,1,29,2030
6/11/2022,3,1,41,2870
6/12/2022,3,1,22,1540
6/13/2022,3,1,30,2100
6/14/2022,3,1,30,2100
6/15/2022,3,1,36,2520
6/16/2022,3,1,37,2590
6/17/2022,3,1,50,3500
6/18/2022,3,1,38,2660
6/19/2022,3,1,33,2310
6/20/2022,3,1,28,1960
6/21/2022,3,1,34,2380
6/22/2022,3,1,30,2100
6/23/2022,3,1,50,3500
6/24/2022,3,1,28,1960
6/25/2022,3,1,47,3290
6/26/2022,3,1,37,2590
6/27/2022,3,1,29,2030
6/28/2022,3,1,38,2660
6/29/2022,3,1,32,2240
6/30/2022,3,1,45,3150
7/1/2022,3,1,35,2450
7/2/2022,3,1,40,2800
7/3/2022,3,1,32,2240
7/4/2022,3,1,44,3080
7/5/2022,3,1,29,2030
7/6/2022,3,1,41,2870
7/7/2022,3,1,49,3430
7/8/2022,3,1,32,2240
7/9/2022,3,1,36,2520
7/10/2022,3,1,30,2100
7/11/2022,3,1,35,2450
7/12/2022,3,1,42,2940
7/13/2022,3,1,35,2450
7/14/2022,3,1,34,2380
7/15/2022,3,1,40,2800
7/16/2022,3,1,51,3570
7/17/2022,3,1,34,2380
7/18/2022,3,1,40,2800
7/19/2022,3,1,28,1960
7/20/2022,3,1,36,2520
7/21/2022,3,1,32,2240
7/22/2022,3,1,41,2870
7/23/2022,3,1,46,3220
7/24/2022,3,1,21,1470
7/25/2022,3,1,38,2660
7/26/2022,3,1,40,2800
7/27/2022,3,1,28,1960
7/28/2022,3,1,49,3430
7/29/2022,3,1,34,2380
7/30/2022,3,1,45,3150
7/31/2022,3,1,24,1680
8/1/2022,3,1,30,2100
8/2/2022,3,1,35,2450
8/3/2022,3,1,27,1890
8/4/2022,3,1,34,2380
8/5/2022,3,1,45,3150
8/6/2022,3,1,34,2380
8/7/2022,3,1,25,1750
8/8/2022,3,1,30,2100
8/9/2022,3,1,25,1750
8/10/2022,3,1,30,2100
8/11/2022,3,1,34,2380
8/12/2022,3,1,41,2870
8/13/2022,3,1,30,2100
8/14/2022,3,1,12,840
8/15/2022,3,1,28,1960
8/16/2022,3,1,32,2240
8/17/2022,3,1,40,2800
8/18/2022,3,1,20,1400
8/19/2022,3,1,31,2170
8/20/2022,3,1,31,2170
8/21/2022,3,1,25,1750
8/22/2022,3,1,33,2310
8/23/2022,3,1,30,2100
8/24/2022,3,1,35,2450
8/25/2022,3,1,37,2590
8/26/2022,3,1,30,2100
8/27/2022,3,1,29,2030
8/28/2022,3,1,29,2030
8/29/2022,3,1,27,1890
8/30/2022,3,1,24,1680
8/31/2022,3,1,29,2030
9/1/2022,3,1,33,2310
9/2/2022,3,1,22,1540
9/3/2022,3,1,30,2100
9/4/2022,3,1,21,1470
9/5/2022,3,1,25,1750
9/6/2022,3,1,24,1680
9/7/2022,3,1,34,2380
9/8/2022,3,1,44,3080
9/9/2022,3,1,36,2520
9/10/2022,3,1,32,2240
9/11/2022,3,1,29,2030
9/12/2022,3,1,19,1330
9/13/2022,3,1,31,2170
9/14/2022,3,1,39,2730
9/15/2022,3,1,29,2030
9/16/2022,3,1,33,2310
9/17/2022,3,1,37,2590
9/18/2022,3,1,19,1330
9/19/2022,3,1,30,2100
9/20/2022,3,1,25,1750
9/21/2022,3,1,34,2380
9/22/2022,3,1,30,2100
9/23/2022,3,1,24,1680
9/24/2022,3,1,36,2520
9/25/2022,3,1,26,1820
9/26/2022,3,1,21,1470
9/27/2022,3,1,29,2030
9/28/2022,3,1,24,1680
9/29/2022,3,1,21,1470
9/30/2022,3,1,28,1960
10/1/2022,3,1,42,2940
10/2/2022,3,1,18,1260
10/3/2022,3,1,21,1470
10/4/2022,3,1,29,2030
10/5/2022,3,1,31,2170
10/6/2022,3,1,26,1820
10/7/2022,3,1,32,2240
10/8/2022,3,1,46,3220
10/9/2022,3,1,25,1750
10/10/2022,3,1,20,1400
10/11/2022,3,1,26,1820
10/12/2022,3,1,27,1890
10/13/2022,3,1,29,2030
10/14/2022,3,1,31,2170
10/15/2022,3,1,23,1610
10/16/2022,3,1,19,1330
10/17/2022,3,1,27,1890
10/18/2022,3,1,20,1400
10/19/2022,3,1,27,1890
10/20/2022,3,1,30,2100
10/21/2022,3,1,36,2520
10/22/2022,3,1,44,3080
10/23/2022,3,1,24,1680
10/24/2022,3,1,28,1960
10/25/2022,3,1,23,1610
10/26/2022,3,1,22,1540
10/27/2022,3,1,30,2100
10/28/2022,3,1,34,2380
10/29/2022,3,1,39,2730
10/30/2022,3,1,29,2030
10/31/2022,3,1,26,1820
11/1/2022,3,1,24,1680
11/2/2022,3,1,29,2030
11/3/2022,3,1,32,2240
11/4/2022,3,1,41,2870
11/5/2022,3,1,32,2240
11/6/2022,3,1,22,1540
11/7/2022,3,1,27,1890
11/8/2022,3,1,31,2170
11/9/2022,3,1,33,2310
11/10/2022,3,1,23,1610
11/11/2022,3,1,34,2380
11/12/2022,3,1,27,1890
11/13/2022,3,1,24,1680
11/14/2022,3,1,26,1820
11/15/2022,3,1,33,2310
11/16/2022,3,1,27,1890
11/17/2022,3,1,34,2380
11/18/2022,3,1,30,2100
11/19/2022,3,1,34,2380
11/20/2022,3,1,33,2310
11/21/2022,3,1,32,2240
11/22/2022,3,1,27,1890
11/23/2022,3,1,23,1610
11/24/2022,3,1,31,2170
11/25/2022,3,1,29,2030
11/26/2022,3,1,30,2100
11/27/2022,3,1,27,1890
11/28/2022,3,1,24,1680
11/29/2022,3,1,32,2240
11/30/2022,3,1,27,1890
12/1/2022,3,1,19,1330
12/2/2022,3,1,31,2170
12/3/2022,3,1,26,1820
12/4/2022,3,1,17,1190
12/5/2022,3,1,21,1470
12/6/2022,3,1,28,1960
12/7/2022,3,1,17,1190
12/8/2022,3,1,26,1820
12/9/2022,3,1,29,2030
12/10/2022,3,1,28,1960
12/11/2022,3,1,19,1330
12/12/2022,3,1,18,1260
12/13/2022,3,1,26,1820
12/14/2022,3,1,31,2170
12/15/2022,3,1,20,1400
12/16/2022,3,1,32,2240
12/17/2022,3,1,19,1330
12/18/2022,3,1,21,1470
12/19/2022,3,1,19,1330
12/20/2022,3,1,24,1680
12/21/2022,3,1,29,2030
12/22/2022,3,1,22,1540
12/23/2022,3,1,27,1890
12/24/2022,3,1,27,1890
12/25/2022,3,1,13,910
12/26/2022,3,1,16,1120
12/27/2022,3,1,16,1120
12/28/2022,3,1,17,1190
12/29/2022,3,1,21,1470
12/30/2022,3,1,31,2170
12/31/2022,3,1,19,1330
1/1/2018,1,2,33,825
1/2/2018,1,2,43,1075
1/3/2018,1,2,23,575
1/4/2018,1,2,18,450
1/5/2018,1,2,34,850
1/6/2018,1,2,38,950
1/7/2018,1,2,27,675
1/8/2018,1,2,28,700
1/9/2018,1,2,34,850
1/10/2018,1,2,27,675
1/11/2018,1,2,28,700
1/12/2018,1,2,39,975
1/13/2018,1,2,28,700
1/14/2018,1,2,30,750
1/15/2018,1,2,27,675
1/16/2018,1,2,19,475
1/17/2018,1,2,29,725
1/18/2018,1,2,29,725
1/19/2018,1,2,44,1100
1/20/2018,1,2,34,850
1/21/2018,1,2,15,375
1/22/2018,1,2,29,725
1/23/2018,1,2,21,525
1/24/2018,1,2,33,825
1/25/2018,1,2,29,725
1/26/2018,1,2,33,825
1/27/2018,1,2,32,800
1/28/2018,1,2,16,400
1/29/2018,1,2,35,875
1/30/2018,1,2,29,725
1/31/2018,1,2,27,675
2/1/2018,1,2,30,750
2/2/2018,1,2,26,650
2/3/2018,1,2,39,975
2/4/2018,1,2,30,750
2/5/2018,1,2,34,850
2/6/2018,1,2,22,550
2/7/2018,1,2,42,1050
2/8/2018,1,2,27,675
2/9/2018,1,2,28,700
2/10/2018,1,2,34,850
2/11/2018,1,2,25,625
2/12/2018,1,2,39,975
2/13/2018,1,2,17,425
2/14/2018,1,2,35,875
2/15/2018,1,2,34,850
2/16/2018,1,2,39,975
2/17/2018,1,2,46,1150
2/18/2018,1,2,31,775
2/19/2018,1,2,30,750
2/20/2018,1,2,24,600
2/21/2018,1,2,31,775
2/22/2018,1,2,40,1000
2/23/2018,1,2,37,925
2/24/2018,1,2,33,825
2/25/2018,1,2,13,325
2/26/2018,1,2,33,825
2/27/2018,1,2,19,475
2/28/2018,1,2,35,875
3/1/2018,1,2,42,1050
3/2/2018,1,2,49,1225
3/3/2018,1,2,49,1225
3/4/2018,1,2,33,825
3/5/2018,1,2,42,1050
3/6/2018,1,2,43,1075
3/7/2018,1,2,48,1200
3/8/2018,1,2,43,1075
3/9/2018,1,2,43,1075
3/10/2018,1,2,43,1075
3/11/2018,1,2,34,850
3/12/2018,1,2,30,750
3/13/2018,1,2,36,900
3/14/2018,1,2,44,1100
3/15/2018,1,2,52,1300
3/16/2018,1,2,58,1450
3/17/2018,1,2,46,1150
3/18/2018,1,2,37,925
3/19/2018,1,2,48,1200
3/20/2018,1,2,43,1075
3/21/2018,1,2,43,1075
3/22/2018,1,2,30,750
3/23/2018,1,2,51,1275
3/24/2018,1,2,40,1000
3/25/2018,1,2,34,850
3/26/2018,1,2,27,675
3/27/2018,1,2,33,825
3/28/2018,1,2,38,950
3/29/2018,1,2,45,1125
3/30/2018,1,2,51,1275
3/31/2018,1,2,44,1100
4/1/2018,1,2,40,1000
4/2/2018,1,2,44,1100
4/3/2018,1,2,40,1000
4/4/2018,1,2,53,1325
4/5/2018,1,2,45,1125
4/6/2018,1,2,46,1150
4/7/2018,1,2,57,1425
4/8/2018,1,2,44,1100
4/9/2018,1,2,31,775
4/10/2018,1,2,49,1225
4/11/2018,1,2,41,1025
4/12/2018,1,2,53,1325
4/13/2018,1,2,50,1250
4/14/2018,1,2,53,1325
4/15/2018,1,2,28,700
4/16/2018,1,2,45,1125
4/17/2018,1,2,45,1125
